document,labels
제품 외형이 모던하고 간결해서 마음에 듭니다.  할인행사로 저렴한 가격에 구입해서 기뻐요.  또 사용할때 작동음이 1도 없고 조용해서 완전 좋습니다.  바람세기 또한 24단 미세조절이 되니 세상 편리하고 시원해서 만족스럽네요.. 강추~!,1
무게도 너무 무겁지도 가볍기도 않고 적당해서 좋아요~ 분해해서 보관도 편리할 것 같아 좋네요~~ 조용해서 사용 할 때 시끄럽지 않고 좋아요 풍속조절이 많이 있어 시원하게 쓸 수 있어 좋아요~,1
플라스틱 소재가 약해서 충격에 미흡해보이고 청소한다고 분리할때 깨지지 않게 조심해야 할 것 같아서 불만족스럽네요.  다만 제품 사용할때 팬소음이 전혀 없고 조요해서 좋습니다.,0
풍량이 매우 다양해서 사용자가 여러가지 용도로 사용할 수 있고 편리해서 마음에 듭니다.  또 작동할때 고요할만큼 팬소음이 없어서 아주 만족해요.  재구입 예정입니다. ^^,1
한제품이 기스랑 까짐이 있어요 ㅠ.ㅠ 아쉬워요  기존 OO 써큘레이터 2단계만 켜도 시원했는데 이제품은 5단계 이상으로 켜야지 전 써큘2단계 정도 인거 같은데 전기세가 더 많이 나올까봐 걱정이네요 디자인은 더 깔끔해진 거 같아요,2
저소음으로 입소문 나서 구입했는데 취침시 소음 없고 조용해서 아주 잘자네요.. 대만족.  또 밤에 잘때 취침모드로 설정하면 초미풍이 은은하게 나와 아침까지 시원하게 잘자서 좋습니다.  제품 높이 높아서 침대 위 에어컨 바람과 중간에서 만나 방 전체가 시원해져요.. ㅎ 잘샀어요.. 굿~!,1
무선이라서 여기저기 들고다니면서 사용 할 수 있어서 좋아요~ 구성품에 돼지코가 없는건 아쉽네요..,0
선풍기 소음이 거의 없고 조용한편이라 좋습니다. 새제품에 스크래치가 약하게 있긴해도 성능이 좋아서 시원하고 만족해요.,1
구매 15일 됨.  360도 회전으로 설정하면 한 구간에 도달할때마다 잡음이 미세하게 들려서 불편하고 안 좋아요. ㅜ  또 리모컨과 본체의 자석 접착력이 안 좋아서 이동할때 자꾸 떨어져서 불만이에요. ㅜ 아쉽네요.. 모든게..,2
제품 사용할때 작동음이 거의 없고 조용해서 좋아요..  또 바람세기를 강하게 하면 바람이 넓고 멀리까지 도달해 전체적으로 시원해져서 만족감이 큽니다 제품 할인행사 기간에 저렴하게 구입해서 더욱 마음에 드네요.. 잘샀어요 ^^,1
믿고 사는 OOO 역시 최고네요 조립이 너무 쉽고 간단해서 시간 얼마 안걸렸어요 좋네요~ 손잡이도 있어서 여기저기 옮기면서 사용하기 편리하네요,1
친척한테 선물로 구입해서 보냈어요. 기본에 충실한 제품이라 바람세기도 세고 회전도 잘 되어 좋다고 하네요. 그래서 이번에 제 것도 추가로 구입 했는데 디자인이 예뻐서 어디에 두든 깔끔하게 잘 어울리고 마음에 들어요~,1
역시 예쁜 디자인이 비싼 값어치를 하네요. 리모컨 자성이 약해서 탈부착이 제대로 되지않아 떨어뜨리는 일이 잦아서 불편해요.,0
작년 구매한 타사 제품에 비해 제품 사이즈가 커서 사용하기 좋네요..  또 전체적으로 튼튼하고 견고해 보여서 만족스러워요..  거실에 에어컨과 같이 작동시키니 너무 시원해서 한여름 더위를 날려버리네요.. 와우 성능 너무 좋아요. 굿~!!^^,1
"비싸다고 생각했었는데...가성비 너무 좋네요! 디자인도 가격값해요~ 고급져요~!! 자동으로 풍속조절도 되고 lcd화면, 타이머 등 성능도 뛰어나요  BLCD모터 사용으로 에너지효율도 만족스러워요 ",1
제품은 저렴하고 디자인 깨끗하고 좋은데 써큘레이터가 아니라 그냥 선풍기로 봐야될것 같은 생각이 좀 드네요,0
제품이 사용할때 팬소음이 거의 없고 조용해서 마음에 들어요..  제품 외형이 예쁘고 깔끔해서 아주 만족해요.  ,1
카드 할인에 적립금까지 넣어 주셔서 매우 저렴하게 제품 구입해서 대만족 다만 헤드 부분이 아래 끝까지 숙여지지 않아서 좀 불편하고 실망스러워요. ㅜ,0
와우~~ 가격이 매우매우 저렴해서 마음에 드네요..  부속품으로 리모컨까지 포함이라니 믿어지지 않는 구성이네요.. 굿!! 조립도 무척 쉽고 간단해서 저 혼자 뚝닥 완성했어요.. 기분 좋네요..  리모컨에 수은건전지가 내장되어 있어서 별도로 구매하지 않아도 되니 편리하고 바로 사용할 수 있어서 만족해요..,1
디자인이 전체적으로 올드한 느낌이 많이 나서 촌스러워서 마음에 들지 않아요. BLDC모터로 소음이 없어 조용하게 틀어놓기 좋고 6단 바람 세기 조절이 가능하며 회전 또한 부드럽게 되니 시원한 여름 보내기 좋습니다.,0
제품 가성비면에서 좀 안좋아서 아쉬워요. ㅜ  에어컨과 함께 병행해서 사용하는 용도라면 괜찮을 것 같아요..  제품 외형이 예쁘고 깔끔해서 좋아요..  또 제품 표면 마감이 아주 매끄럽게 잘돼서 만족합니다.,0
저렴하게 사서 만족해요~ 마감 처리도 잘 되어 있어서 품질도 좋아요,1
"생각보다 제품 팬소음이 적어서 마음에 들어요..  다만 코드연결선이 위쪽으로만 있어서 불편하네요.. ㅜ 불만족이에요. 옆, 아래에도 만들어주세요.",0
제습 성능이 탁월해서 저희집의 모든 눅눅함을 없애주고 있어요.. 아주 좋네요..  또 소비전력효율1등급이라 인터넷에 등록하면 고효율에너지환급을 해줘서 너무 좋네요..  문제는 소음인데요.. 컴프레셔 모터 소음이 상당합니다. 타 제품에 비해서 소음이 너무 심해서 실망스럽네요.ㅜ 불만족.   ,0
사이즈가 컴팩트해서 마음에 들어요^^무엇보다 바퀴와 손잡이가 있어서 방마다 이동하기 편해서 사용하기가 좋아요~~~,1
태풍으로 습도가 80-90에 육박한데 이 제품 구입 후부터는 집안 습도가 50이하로 내려갔어요.. 쾌적해져서 너무 좋네요..  다만 물통을 빼고 넣을때 부드럽지 않고 살짝씩 걸려서 불편하고 안 좋네요.. ㅜ  ,0
성능은 좋으나 소음이 좀 심합니다.  그나름 가성비는 좋아요.,1
와우~ 집안에 습기가 이렇게나 많다니... 물통 가득 물이 차오르는 걸 보니 제습력에 또 한번 놀랍니다.. 굿 ^^ 다만 물통 뺄때 한번에 안 빠지고 뭔가 걸리는 느낌이 들어서 불편하네요. ㅜ 그점만 아쉬워요.ㅜ,0
숨쉬기힘든 환자에게 필요해 구매했는데 소리가 너무너무 시끄러워요. 최신제품 구매한건데 실망스러워요,2
"제품 작동 소음이 살짝 있지만 거슬리지 않아서 그럭저럭 쓸만해요.. 보통 정도로 좋아요.. 버튼 조작 방법이 간편해서 마음에 들어요..  제품 하단부에는 바퀴가 또 상단부에는 손잡이가 있어서 옮길때 편리해서 좋네요.. 제품 디자인이 이쁘고 깔끔해서 만족해요..  상품후기 검색했을때 ooo회사 제품의 후기가 제일 좋아서 선택했는데, 사용해보니 좋은 이유를 알겠어요.. 굿~!",1
제습력이 좋아서 실내 습기도 금방 잡히고 성능은 좋아요~~~그런데 보름정도 사용후 고장난적이 있어서 품질이 별로인거 같아요ㅜ,0
와~~ 제습능력이 너무 탁월해서 가격에 비해 만족감이 큽니다..  또 비슷한 스팩의 타사제품에 비해 제품 가격이 매우 저렴해서 마음이 흡족하네요.. 잘 샀어요 ^^,1
바퀴가 있어 필요한 공간에 이동이 편리해요. 가성비 좋은 제품으로 구입해서 만족합니다.,1
물통 용량이 작은데 쓰기에는 무난하네요. 제습 기능도 좋아서 집안이 뽀송해지네요.,0
소음이 없진 않지만 그럭저럭 쓸 만 합니다. 성능도 좋아서 물이 금세 차오르고 빨래도 잘 마릅니다.,0
역시 OOO 계속 쓰게 만드는 마력!!! 좋습니다. 군더더기 없는 심플한 디자인이 넘 예쁘네요. 힝 ㅜ.ㅜ 보관 커버는 구성품에 없어 별로예요.,0
오늘 받아 처음 사용해보니 2시간만에 물이 생겨 신기하네요.. 제습력 짱 좋아요.  제품에 바퀴가 달려 있어서 이방저방 이동이 용이해서 만족해요.,1
작지만 바람쎄기는 충분.. 조립마감도 좋네요..,1
만수후 물이 넘치고 물통 뺄때도 새고...물넘침 방지 기능이 별 소용없네요 ㅠ 소음도 크게 나서 시끄럽고 거슬리네요ㅠ,2
작동도 잘되고 제습기능도 좋아서 쾌적해요~ 소음이 크지 않아서 자주 사용해서 너무 좋아요~~~,1
상황에 맞게 사용할 수 있는 다양한 기능들이 있어 정말 좋습니다!! 예약 자동 종료를 설정해두면 더욱 편하게 쓸 수 있어서 좋고요ㅎㅎ,1
소비전력 1등급인게 마음에 드네요.  제습효과에 너무 만족하는 제품입니다. 다른방에도 하나 놓을까 싶어 재구매 했어요. ,1
  작동 소리도 거의 안들리고 디자인이 딱 심플한게 제취향이네요~ 제습도 잘되서 온 집이 쾌적하고 좋아요,1
전에 쓰던 10L보다는 용량이 굉장히 작아서 아쉬워요. 기본 기능 충실합니다. 제습이 엄청 잘되서 뽀송하네요. 사이즈는 아담하니 만족해요.,0
예상보다 제품 외형이 무척 예뻐서 만족해요..  다만 플라스틱 소재가 견고해보이지 않고 금방 깨질 것 같아 마음에 안 드네요. ㅜ,0
예상보다 작동소음이 거의 없고 조용해서 만족해요..  또 사이즈가 아담해서 이동할때 용이해서 좋아요..  다만 바퀴가 밀고 다니기 불편해서 들어서 옮기고 있어요.. 안 좋네요.  상품평에 무겁다는 불만의 글이 많아서 걱정했는데 기우였어요.. 가벼워서 이방저방 들고 다니니 편하네요.. 굿~!,0
시중 매장 보다 싸게 사서 좋습니다. 디자인도 깔끔하고 이쁩니다,1
제습기사용중인지 모를 조용함이 좋았어요 그리고 제습이 잘되는지 옷장에 있던 옷들도 뽀송해져서 좋네요 디자인도 예쁘고 심플하니 더 좋습니다^^,1
"만원미만 저렴한 제품 사용해보니  품질이 매우 좋지 않아서, 적절한 가격으로 이제품으로 구입해보니  사용감 나쁘지 않아요, 잘샀네요^^유선제품이라서 선이 있어서 걸리적 거리고 지저분해서 불편하네요",0
"가성비 좋아서 샀는데 넘 맘에 듭니다. 키보드 높이가 높아서 타이핑하기에는 살짝 불편하지만.  그래도 이정도면 키보드, 마우스 사용이 무난하고 편하게 쓸수있는 편이에요. 무선기능 좋아하신다면 강추합니다!!",1
생각외로 사이즈가 아담한  키보드랑 마우스라서 좋아요. 무선이라서  사용하기 편리합니다. 키패드 터치감과 마우스 클릭감은 꽤 괜찮아요^^ 저렴한 가격으론 충분히 좋습니다.,1
가격 저렴해서 만족스럽구요. 품질도 퀄리티 이정도면 완벽해서 좋아요. 거기다 마우스 키보드를 어뎁터 하나로 써서 더 최고네요.,1
집에서 사용할 무선 제품 찾다가 만족스럽게 사용중이던 OOO으로 구입했습니다!!  늘 쓰던거라 사용 익숙하고 무엇보다 간편해서 좋습니다,1
무소음이라서 소리가 전혀 안나서 사무실에서 사용하기 좋아용 근데 키보드가 가끔 인식이 안되서 답답하네요,0
타자 많이 쳐도 소음이 없어서 좋습니다~! 불량인 부분도 없이 작동 잘 돼서 만족하고요ㅎㅎ,1
"OOO사용하다 마우스가  잘 동작하지 않아서 이제품을 구입했어요. 키감이 쓰던것 보다  빡빡해서, 더 세게 눌러야 하는건 별로에요. 마우스는 무난하네요. 가격에 딱 맞는 품질인거죠~",2
고급스러운 로얄 블루 색감이 끝내줘요. 키보드도 마우스도 부드럽게 눌려 터치감 최고입니다.,1
키보드에 기능키가 많아서 편리해서 좋아요.  키 누를때 타격감이 매우 우수해서 손가락에 무리가지 않아서 만족해요.  다만 세트상품에 왼손용 마우스 구성은 없어서 좀 아쉽네요.,0
디자인이 좀 찌그러진 느낌이라 마음에는 안들어요. 마우스는 무게감이 있어서 이리저리 이동시 힘들어요,2
색상이 생각보다 심플해서 사무용으로 딱입니다 손에 닿는 부분 소재가 고무라 괜찮네요 굿굿,1
000은 두말하면 잔소리죠 역시 좋아요 컴 작업하다가 키보드로 폰에서 사용하는 문자메세지도 보낼수 있어 너무 편해요,1
무선이라 걱정했는데 인식도 잘되고 조작이 쉽습니다.^^ 키보드 근접 기능 센서도 정말 편해 좋습니다. 무게감도 있어 흔들림 없는 키감을 줘 만족도를 높여줍니다.,1
역시 키보드계의 명가다운 제품입니다! 가격 대비 제품 기능이 다양해서 좋아요~ 다만 제품구성에 이물질을 방지해주는 키스킨이 빠진 건 아쉬워요.,0
가격이 굉장히 비싸네요~ 하지만 디자인이 고급스럽고 세련돼서 짱 만족합니다^^,0
키 재질이 지문 얼룩에 묻어나고 잘 지워지지 않아서 안 좋네요. ㅜ  타건감이 매우 우수해서 손가락이 편안하네요.. 굿 ~! 타이핑 할때 화면에 인식되는 반응속도가 매우 빨라서 오타율이 확 줄었어요.. 기쁩니다.  사용할때 키에서 나오는 백라이트 불빛도 재밌네요. ^^  사무실에서 사용할때 키보드 터치음이 작아서 만족해요.,0
써보니 키압이 적당해서 맘에 듭니다. OOO 영원히 함께 할 브랜드,1
저렴하게 잘사서 넘 만족스럽습니다. LED 밝기 조절도 되서 넘 좋네요^^,1
디자인이 심플해서 좋습니다. 인디케이터 LED가 있어 사용이 편리합니다.,1
